0.000000	0.000000	0.000002	0.001000	6683.407158	3912.673498	2121.964558	965.178596	401.677485	134.921864	40.334575	0.000000
0.000000	0.000000	0.000001	0.000724	8516.541866	4399.100415	2391.428730	1110.238636	472.340076	161.682619	49.823512	0.000000
0.000000	0.000000	0.000001	0.000499	10786.201571	5253.697778	2703.956112	1309.677114	555.089648	193.921941	61.431995	0.000000
0.000000	0.000000	0.000000	0.000321	13285.690963	6572.989664	3235.970533	1559.039027	667.552418	236.984327	77.228903	0.000000
0.000000	0.000000	0.000000	0.000185	15226.896226	8473.422679	4062.621149	1915.106114	825.295414	313.170665	99.843084	0.000000
0.000000	0.000000	0.000000	0.000090	16346.428618	10777.581737	5379.393873	2464.625134	1057.684826	422.375291	136.234777	0.000000
0.000000	0.000000	0.000000	0.000035	16840.294278	12870.521694	7154.594898	3286.218377	1388.166348	571.605547	190.004878	0.000000
0.000000	0.000000	0.000000	0.000020	19677.542210	13923.369816	8481.056889	4055.685557	1702.787726	706.958783	240.608224	0.000000
0.000000	0.000000	0.000000	0.000013	23966.550342	15383.961963	9555.504222	4804.552313	2100.947978	847.388277	293.219165	0.000000
0.000000	0.000000	0.000000	0.000007	26660.618208	18105.668122	10993.084594	5808.965317	2672.525086	1068.237293	390.851295	0.000000
0.000000	0.000000	0.000000	0.000003	29019.471546	20986.124783	13121.805485	7166.573294	3376.552584	1368.328755	517.560328	0.000000
0.000000	0.000000	0.000000	0.000002	31372.624211	23739.518786	15517.770453	8754.118416	4242.561119	1750.723098	679.558721	0.000000
0.000000	0.000000	0.000000	0.000001	33780.331427	26382.856705	18048.601082	10575.866044	5284.126757	2230.123870	885.638340	0.000000
0.000000	0.000000	0.000000	0.000000	34318.027681	29312.756414	20982.759506	12877.861060	6681.384242	2902.119119	1181.475614	0.000000
0.000000	0.000000	0.000000	0.000000	31527.427047	31737.459475	24210.999164	15626.239663	8482.439431	4000.592535	1598.241195	0.000000
0.000000	0.000000	0.000000	0.000000	29622.195207	31639.368917	27023.039948	18432.752450	10484.242746	5256.475354	2159.221196	0.000000
0.000000	0.000000	0.000000	0.000000	39981.422486	31386.737522	27485.560203	19185.847441	11081.526881	5649.311577	2353.171681	0.000000
0.000000	0.000000	0.000000	0.000000	37429.507265	35425.004144	29135.253566	21915.617900	13747.032964	7180.727830	3127.527680	0.000000
0.000000	0.000000	0.000000	0.000000	36268.518521	36312.026855	31640.231682	24471.455598	16277.337954	8924.140965	4024.328625	0.000000
0.000000	0.000000	0.000000	0.000000	44762.792090	36303.131247	32499.897233	25644.024099	17450.082592	9826.191092	4525.230517	0.000000
0.000000	0.000000	0.000000	0.000000	51823.784262	38753.070585	33401.064175	27088.008340	18960.164809	11030.499314	5362.596894	0.000000
0.000000	0.000000	0.000000	0.000000	53072.933508	44016.404056	35164.371593	28936.844887	21042.939419	12772.205997	6607.519965	0.000000
0.000000	0.000000	0.000000	0.000000	48749.514938	48472.272410	38727.761700	31165.195108	23514.480444	14991.797920	8261.918267	0.000000
0.000000	0.000000	0.000000	0.000000	46778.431302	48599.052470	42373.629893	33680.308768	25740.856190	17117.615423	9940.555940	0.000000
0.000000	0.000000	0.000000	0.000000	40773.872567	47700.188568	45167.784952	36801.765910	28235.280130	19826.872516	11873.322767	0.000000
0.000000	0.000000	0.000000	0.000000	36264.603433	44377.281860	46272.260452	39720.751812	30850.594500	22393.926245	13954.626264	0.000000
0.000000	0.000000	0.000000	0.000000	32980.772224	40270.746251	45472.915211	42207.970161	33843.902418	24890.977285	16090.559926	0.000000
0.000000	0.000000	0.000000	0.000000	29568.690130	36500.017347	43230.569675	43474.561368	36728.104006	27592.328645	18366.561733	0.000000
0.000000	0.000000	0.000000	0.000000	25789.185989	32770.045464	40212.296003	43376.086488	39148.428953	30460.145167	20848.903866	0.000000
0.000000	0.000000	0.000000	0.000000	20936.546143	28926.855111	36797.961710	42069.759261	40700.071003	33250.335256	23494.554447	0.000000
0.000000	0.000000	0.000000	0.000000	16832.123224	24477.588545	33145.552734	39868.126694	41208.529286	35670.152210	26210.724094	0.000000
0.000000	0.000000	0.000000	0.000000	13591.063514	20241.682445	28743.340777	37074.687297	40713.436724	37460.105577	29267.925684	0.000000
0.000000	0.000000	0.000000	0.000000	12333.622748	16826.476225	25049.247573	34112.795263	39563.553725	38359.681509	31533.138639	0.000000
0.000000	0.000000	0.000000	0.000000	10537.952841	14312.668175	21156.310318	30601.985975	37686.773453	38722.379321	33589.812208	0.000000
0.000000	0.000000	0.000000	0.000000	7693.460741	11951.331677	17533.794427	26056.677623	34959.384128	38323.708169	35318.684838	0.000000
0.000000	0.000000	0.000000	0.000000	6153.557918	9529.123178	14846.630274	22327.077977	31453.155398	37145.930042	36239.180119	0.000000
0.000000	0.000000	0.000000	0.000000	9230.336877	9529.123178	14846.630274	22327.077977	31453.155398	37145.930042	36239.180119	0.000000
