1	0	100.000000
1	1	100.000000
1	2	100.000000
1	3	92.138425
1	4	79.979745
1	5	65.986797
1	6	56.177866
1	7	47.724274
1	8	39.057020
1	9	29.743405
1	10	20.270167
1	11	11.625414
1	12	5.617792
1	13	3.382897
1	14	2.142572
1	15	1.085647
1	16	0.476417
1	17	0.186124
1	18	0.064376
1	19	0.013382
1	20	0.001065
1	21	0.000070
1	22	0.000052
1	23	0.000000
1	24	0.000000
1	25	0.000000
1	26	0.000000
1	27	0.000000
1	28	0.000000
1	29	0.000000
1	30	0.000000
1	31	0.000000
1	32	0.000000
1	33	0.000000
1	34	0.000000
1	35	0.000000
1	36	0.000000
1	37	0.000000
1	38	0.000000
1	39	0.000000
1	40	0.000000
1	41	0.000000
1	42	0.000000
1	43	0.000000
1	44	0.000000
1	45	0.000000
1	46	0.000000
1	47	0.000000
1	48	0.000000
1	49	0.000000
1	50	0.000000
1	51	0.000000
1	52	0.000000
1	53	0.000000
1	54	0.000000
1	55	0.000000
1	56	0.000000
1	57	0.000000
1	58	0.000000
1	59	0.000000
1	60	0.000000
1	61	0.000000
1	62	0.000000
1	63	0.000000
1	64	0.000000
1	65	0.000000
1	66	0.000000
1	67	0.000000
1	68	0.000000
1	69	0.000000
1	70	0.000000
1	71	0.000000
1	72	0.000000
1	73	0.000000
1	74	0.000000
1	75	0.000000
1	76	0.000000
1	77	0.000000
1	78	0.000000
1	79	0.000000
1	80	0.000000
1	81	0.000000
1	82	0.000000
2	0	0.000000
2	1	0.000000
2	2	0.000000
2	3	3.930788
2	4	7.810777
2	5	14.123979
2	6	17.207741
2	7	20.139834
2	8	22.286822
2	9	24.286349
2	10	25.058823
2	11	24.037698
2	12	21.122130
2	13	18.038128
2	14	15.558152
2	15	12.249219
2	16	9.325723
2	17	6.629669
2	18	4.646208
2	19	2.831493
2	20	1.602833
2	21	0.854766
2	22	0.747724
2	23	0.361296
2	24	0.185429
2	25	0.139934
2	26	0.095725
2	27	0.050170
2	28	0.020998
2	29	0.008777
2	30	0.003262
2	31	0.001128
2	32	0.000414
2	33	0.000129
2	34	0.000036
2	35	0.000008
2	36	0.000002
2	37	0.000000
2	38	0.000000
2	39	0.000000
2	40	0.000000
2	41	0.000000
2	42	0.000000
2	43	0.000000
2	44	0.000000
2	45	0.000000
2	46	0.000000
2	47	0.000000
2	48	0.000000
2	49	0.000000
2	50	0.000000
2	51	0.000000
2	52	0.000000
2	53	0.000000
2	54	0.000000
2	55	0.000000
2	56	0.000000
2	57	0.000000
2	58	0.000000
2	59	0.000000
2	60	0.000000
2	61	0.000000
2	62	0.000000
2	63	0.000000
2	64	0.000000
2	65	0.000000
2	66	0.000000
2	67	0.000000
2	68	0.000000
2	69	0.000000
2	70	0.000000
2	71	0.000000
2	72	0.000000
2	73	0.000000
2	74	0.000000
2	75	0.000000
2	76	0.000000
2	77	0.000000
2	78	0.000000
2	79	0.000000
2	80	0.000000
2	81	0.000000
2	82	0.000000
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.172904
3	5	0.506977
3	6	0.911810
3	7	1.729209
3	8	2.684515
3	9	3.853116
3	10	6.022436
3	11	8.458009
3	12	10.653752
3	13	12.041944
3	14	12.718398
3	15	13.118639
3	16	12.956009
3	17	12.264751
3	18	11.180626
3	19	9.455246
3	20	7.529999
3	21	5.869116
3	22	5.429517
3	23	3.889678
3	24	2.796724
3	25	2.369605
3	26	1.899992
3	27	1.371596
3	28	0.839655
3	29	0.533358
3	30	0.321455
3	31	0.182679
3	32	0.106097
3	33	0.060543
3	34	0.030741
3	35	0.015246
3	36	0.007468
3	37	0.003331
3	38	0.001752
3	39	0.000847
3	40	0.000317
3	41	0.000137
3	42	0.000084
3	43	0.000049
3	44	0.000022
3	45	0.000008
3	46	0.000003
3	47	0.000002
3	48	0.000001
3	49	0.000001
3	50	0.000000
3	51	0.000000
3	52	0.000000
3	53	0.000000
3	54	0.000000
3	55	0.000000
3	56	0.000000
3	57	0.000000
3	58	0.000000
3	59	0.000000
3	60	0.000000
3	61	0.000000
3	62	0.000000
3	63	0.000000
3	64	0.000000
3	65	0.000000
3	66	0.000000
3	67	0.000000
3	68	0.000000
3	69	0.000000
3	70	0.000000
3	71	0.000000
3	72	0.000000
3	73	0.000000
3	74	0.000000
3	75	0.000000
3	76	0.000000
3	77	0.000000
3	78	0.000000
3	79	0.000000
3	80	0.000000
3	81	0.000000
3	82	0.000000
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	0.000000
4	5	0.007563
4	6	0.022410
4	7	0.044716
4	8	0.088419
4	9	0.243187
4	10	0.498689
4	11	0.969839
4	12	1.673408
4	13	2.566558
4	14	3.368276
4	15	4.356645
4	16	5.340035
4	17	6.500186
4	18	7.387415
4	19	8.055134
4	20	8.326436
4	21	8.140458
4	22	7.998226
4	23	7.394764
4	24	6.619237
4	25	6.150312
4	26	5.553093
4	27	4.750710
4	28	3.843867
4	29	2.969634
4	30	2.204203
4	31	1.629407
4	32	1.202223
4	33	0.824243
4	34	0.550262
4	35	0.359587
4	36	0.231760
4	37	0.138560
4	38	0.090484
4	39	0.056114
4	40	0.032179
4	41	0.018236
4	42	0.012860
4	43	0.009038
4	44	0.005505
4	45	0.002852
4	46	0.001484
4	47	0.001000
4	48	0.000724
4	49	0.000499
4	50	0.000321
4	51	0.000185
4	52	0.000090
4	53	0.000035
4	54	0.000020
4	55	0.000013
4	56	0.000007
