0	0.000000	0	0.000000
1	0.000000	0	0.000000
2	0.000000	0	0.000000
3	0.000000	0	0.000000
4	0.000000	0	0.000000
5	0.000000	0	0.000000
6	0.000000	0	0.000000
7	0.000000	0	0.000000
8	0.000000	0	0.000000
9	0.000000	0	0.000000
10	0.000000	0	0.000000
11	0.000000	0	0.000000
12	0.000000	0	0.000000
13	0.000000	0	0.000000
14	0.000000	0	0.000000
15	0.000000	0	0.000000
16	0.000002	0	0.000002
17	0.000007	0	0.000013
18	0.000039	0	0.000088
19	0.000248	0	0.000180
20	0.000815	0	0.000349
21	0.002081	0	0.000256
22	0.002835	0	0.001444
23	0.006477	0	0.001801
24	0.013722	0	0.000281
25	0.020405	0	0.003692
26	0.034471	0	0.008854
27	0.066245	0	0.033894
28	0.165807	0	0.029554
29	0.324476	0	0.060762
30	0.604670	0	0.099147
31	1.083156	0	0.142968
32	1.847579	0	0.218649
33	3.049299	0	0.463279
34	5.177577	0	0.612400
35	8.530656	0	0.783655
36	13.451044	0	2.083585
37	22.538604	0	0.678176
38	32.982516	0	2.053018
39	47.532464	0	3.185011
40	68.452433	0	1.853826
41	93.080055	0	0.988944
42	115.729788	0	2.248180
43	142.875881	0	7.290579
44	184.603131	0	7.565823
45	241.462027	0	15.503891
46	329.328705	0	7.758949
47	401.677485	0	0.843095
48	472.340076	0	6.043490
49	555.089648	0	14.856599
50	667.552418	0	22.640113
51	825.295414	0	37.323208
52	1057.684826	0	49.046055
53	1388.166348	0	7.930072
54	1702.787726	0	41.769437
55	2100.947978	0	86.708428
56	2672.525086	0	66.225195
57	3376.552584	0	80.990519
58	4242.561119	0	87.778551
59	5284.126757	0	177.845924
60	6681.384242	0	201.898851
61	8482.439431	0	100.374064
62	10484.242746	0	702.259590
63	11081.526881	0	1034.110974
64	13747.032964	0	67.600546
65	16277.337954	0	678.780177
66	17450.082592	0	168.668790
67	18960.164809	0	286.346196
68	21042.939419	0	194.383208
69	23514.480444	0	122.582640
70	25740.856190	0	134.024097
71	28235.280130	0	60.445215
72	30850.594500	0	188.996774
73	33843.902418	0	54.553165
74	36728.104006	0	231.938320
75	39148.428953	0	434.341449
76	40700.071003	0	521.591883
77	41208.529286	0	501.775422
78	40713.436724	0	327.395219
79	39563.553725	0	363.448636
80	37686.773453	0	425.304527
81	34959.384128	0	389.419702
82	31453.155398	0	1753.114365
